customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9577-9282,Male,1,Yes,No,67,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,Yes,Mailed check,35.02,2384.92,No
9578-8178,Female,1,No,Yes,20,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,112.80,2299.07,No
9579-1764,Female,0,No,No,46,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),44.23,2089.41,Yes
9580-3762,Female,1,No,Yes,32,Yes,No,No,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.08,1864.02,No
9581-4786,Female,1,Yes,Yes,6,No,No,No,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),41.39,245.18,No
9582-4109,Male,1,No,No,60,No,No phone service,DSL,No,No,No,Yes,Yes,No internet service,Two year,No,Electronic check,74.89,4483.85,No
9583-8219,Female,1,No,No,24,No,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.56,1796.02,No
9584-1057,Female,0,No,No,5,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,53.45,247.55,No
9585-2272,Female,1,Yes,Yes,39,No,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,38.68,1503.03,Yes
9586-7301,Female,1,Yes,Yes,6,No,Yes,No,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),53.14,340.08,No
9587-7750,Female,0,No,Yes,42,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),82.39,3481.54,No
9588-3504,Female,1,No,No,9,Yes,No,DSL,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),65.99,651.82,No
9589-8182,Male,1,No,Yes,2,No,No phone service,DSL,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,83.50,201.24,No
9590-4687,Female,1,No,Yes,63,Yes,No phone service,No,No,No internet service,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),115.61,7264.88,Yes
9591-8314,Female,1,No,No,69,No,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,112.64,7756.43,No
9592-6833,Female,0,No,No,55,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,One year,No,Bank transfer (automatic),93.07,5166.03,No
9593-9460,Female,0,Yes,Yes,29,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),60.98,1791.55,No
9594-9506,Female,1,No,No,38,No,Yes,No,No,No,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),116.02,4450.10,No
9595-8133,Female,0,No,Yes,48,No,No phone service,DSL,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,40.74,1937.17,No
9596-3430,Male,1,No,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,67.06,3784.70,Yes
9597-6678,Male,1,Yes,No,8,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),77.31,600.51,No
9598-6394,Male,1,Yes,Yes,2,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,25.93,43.64,No
9599-1299,Female,1,No,No,20,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,Two year,No,Credit card (automatic),26.17,554.11,Yes
9600-6218,Female,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.60,1367.20,No
9601-9312,Female,1,Yes,No,23,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,90.18,2106.76,No
9602-7113,Female,1,No,No,48,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),58.71,2813.57,No
9603-4091,Female,0,No,No,45,No,No,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,101.48,4609.37,No
9604-3481,Male,1,Yes,Yes,55,No,No,No,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),20.39,1167.11,No
9605-4974,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,54.02,3873.00,Yes
9606-9328,Male,1,No,No,23,No,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),44.00,1060.08,No
9607-1900,Female,1,Yes,No,57,No,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.57,4216.67,Yes
9608-9196,Male,0,No,No,31,No,No,DSL,No,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),95.27,2945.65,Yes
9609-9234,Female,1,No,No,67,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,71.44,4769.58,Yes
9610-2056,Female,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),51.95,1815.26,Yes
9611-1179,Female,0,No,No,59,No,No,DSL,No,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),81.02,4785.68,Yes
9612-2319,Female,1,No,Yes,2,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,115.79,276.82,No
9613-8659,Male,0,No,No,46,No,Yes,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),59.96,2804.36,Yes
9614-9071,Male,1,Yes,Yes,72,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),86.84,6260.70,Yes
9615-4906,Female,1,No,No,70,No,No,No,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,61.84,4334.29,No
9616-2903,Male,0,No,No,22,Yes,Yes,No,No,No,Yes,No internet service,Yes,Yes,One year,No,Electronic check,31.36,674.05,No
9617-6980,Female,1,Yes,No,71,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),97.20,6889.93,No
9618-3339,Female,0,Yes,Yes,14,Yes,No,No,Yes,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),27.50,379.33,No
9619-4233,Female,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),74.38,1470.39,No
9620-3988,Female,0,No,No,33,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),47.81,1634.75,No
9621-2781,Female,1,No,No,53,No,Yes,No,No,No internet service,No,No,Yes,No,One year,No,Electronic check,39.72,2150.01,No
9622-1810,Female,1,No,No,37,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),86.84,3228.64,No
9623-2139,Male,1,No,No,18,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,One year,No,Electronic check,19.63,333.67,No
9624-9914,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,90.14,507.58,No
9625-5880,Male,1,Yes,No,61,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),66.69,4120.83,No
9626-2830,Male,0,No,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,85.31,6061.12,No
9627-9126,Female,1,Yes,No,8,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Electronic check,111.03,913.02,No
9628-1706,Male,0,No,Yes,57,No,Yes,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),112.37,6444.14,No
9629-8528,Female,0,No,No,49,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),37.96,1852.74,No
9630-9645,Male,1,Yes,No,26,No,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,60.52,1588.71,No
9631-2584,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.34,650.38,No
9632-1565,Female,1,No,Yes,8,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,107.76,910.04,No
9633-2877,Female,0,Yes,No,1,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),20.40,53.95,No
9634-8612,Male,0,No,Yes,20,No,Yes,No,No internet service,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),78.99,1628.14,No
9635-1132,Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,No,Mailed check,27.13,1202.77,Yes
9636-9480,Male,0,Yes,No,55,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),41.08,2275.30,No
9637-1205,Female,1,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,One year,Yes,Bank transfer (automatic),80.78,1181.23,Yes
9638-2328,Female,0,No,Yes,32,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,84.31,2704.61,No
9639-8353,Female,1,Yes,No,30,No,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,90.98,2762.91,No
9640-5563,Male,0,No,No,71,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,113.04,8056.36,No
9641-2975,Male,0,Yes,Yes,37,Yes,No,DSL,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),56.11,2079.33,No
9642-3154,Male,0,Yes,Yes,68,No,No phone service,No,Yes,No internet service,No internet service,Yes,No,No,One year,Yes,Electronic check,110.29,7555.60,Yes
9643-5447,Male,1,Yes,No,2,No,No phone service,No,Yes,No internet service,No,No,No,Yes,One year,Yes,Mailed check,44.19,127.01,No
9644-2660,Male,0,Yes,Yes,67,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),65.64,4380.86,No
9645-6741,Male,1,Yes,No,34,No,No phone service,No,No,No,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),103.26,3519.83,No
9646-1187,Male,0,No,No,37,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,One year,No,Credit card (automatic),25.35,923.74,No
9647-3279,Male,1,No,Yes,46,No,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,119.28,5526.15,No
9648-7856,Female,1,No,No,40,No,No,Fiber optic,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Mailed check,74.02,3012.74,No
9649-7104,Male,1,No,Yes,69,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),66.39,4606.30,No
9650-7810,Female,0,No,No,21,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),32.56,703.01,No
9651-4464,Female,1,Yes,Yes,39,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),108.79,4241.98,Yes
9652-1395,Female,0,No,Yes,24,No,Yes,No,Yes,Yes,No,Yes,No,No internet service,One year,No,Mailed check,45.25,1104.49,No
9653-3393,Male,0,Yes,No,37,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,No,Electronic check,23.35,846.22,Yes
9654-6792,Male,1,No,Yes,22,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),95.15,2078.13,Yes
9655-7865,Male,1,Yes,No,59,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),76.82,4526.58,No
9656-7313,Male,0,No,Yes,50,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,69.99,3537.56,No
9657-1707,Female,1,Yes,Yes,52,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),83.99,4399.76,No
9658-1744,Male,1,Yes,No,57,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),85.79,4931.89,Yes
9659-2356,Male,1,No,No,21,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),54.55,1201.49,No
9660-6346,Male,0,Yes,No,47,Yes,No,DSL,No,No internet service,No,No,No internet service,No,Two year,Yes,Credit card (automatic),26.17,1289.89,No
9661-7400,Male,1,Yes,No,33,No,Yes,No,No internet service,No internet service,No,No internet service,Yes,No,Two year,No,Electronic check,24.97,808.97,No
9662-3588,Male,1,Yes,Yes,53,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,75.54,4009.61,Yes
9663-9890,Female,1,No,No,65,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,One year,No,Mailed check,80.25,5216.52,No
9664-8950,Male,1,Yes,Yes,16,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,37.15,605.18,Yes
9665-1356,Female,1,No,No,18,No,No phone service,No,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,28.41,542.14,No
9666-6285,Female,1,Yes,No,6,No,No,DSL,No,No internet service,No internet service,No,No,No,One year,No,Mailed check,86.27,518.14,No
9667-1101,Male,1,No,No,42,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),58.79,2523.32,No
9668-5453,Female,1,Yes,Yes,14,No,No,No,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Mailed check,40.34,595.53,No
9669-3329,Male,0,Yes,No,16,No,No phone service,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.59,882.24,Yes
9670-8754,Male,0,Yes,No,48,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,66.92,3222.39,Yes
9671-5909,Female,1,Yes,Yes,58,No,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.07,1469.56,No
9672-5221,Male,0,Yes,Yes,45,No,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.49,1106.55,No
9673-6240,Male,1,Yes,No,33,No,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,42.16,1372.92,No
9674-4169,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),110.58,4227.68,No
9675-6728,Male,0,No,Yes,22,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),35.32,779.16,No
9676-9289,Female,0,Yes,Yes,58,No,Yes,No,No,Yes,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),35.29,2038.75,No
9677-6984,Male,0,No,No,13,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),61.19,821.41,No
9678-9788,Male,0,Yes,No,54,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),97.20,5281.18,No
9679-1460,Female,1,No,Yes,58,Yes,No,No,No,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),26.33,1550.21,No
9680-2605,Female,1,No,No,39,Yes,No phone service,DSL,No internet service,No,No,No,No,Yes,One year,Yes,Credit card (automatic),54.57,2113.45,Yes
9681-6779,Male,0,No,Yes,48,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),105.81,5083.42,No
9682-4799,Male,1,Yes,No,44,No,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),85.01,3754.11,Yes
9683-1897,Female,0,No,No,46,No,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),22.62,1090.72,No
9684-7147,Male,1,No,No,21,Yes,No,DSL,No,No,No,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),52.79,1152.19,No
9685-8252,Male,1,No,No,72,No,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),57.75,4193.43,No
9686-6392,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,114.98,115.35,No
9687-3013,Female,1,No,Yes,63,Yes,No,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.77,3773.10,Yes
9688-9873,Male,0,No,No,20,Yes,No phone service,No,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Electronic check,57.99,1151.42,Yes
9689-3948,Female,0,Yes,No,39,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,28.21,1095.35,Yes
9690-6784,Female,0,Yes,No,63,No,Yes,No,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.26,5555.31,No
9691-4186,Male,1,Yes,No,69,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),67.09,4663.31,No
9692-8417,Female,0,No,Yes,19,Yes,No,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,79.87,1502.56,No
9693-2546,Male,1,No,No,62,No,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),48.13,3011.94,No
9694-2371,Female,0,No,No,9,No,No,No,No internet service,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),59.61,594.57,No
9695-5234,Male,1,Yes,Yes,44,No,Yes,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,No,Electronic check,53.17,2326.24,Yes
9696-1553,Female,1,Yes,No,39,No,No,DSL,No internet service,No,Yes,No,No,Yes,Two year,Yes,Mailed check,64.50,2510.57,No
9697-3730,Male,0,No,No,54,No,No,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),19.99,1095.88,Yes
9698-8397,Male,0,Yes,Yes,25,Yes,Yes,No,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,85.52,2197.10,No
9699-6909,Female,0,Yes,Yes,9,No,No phone service,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),39.82,360.74,No
9700-4405,Male,1,Yes,Yes,6,No,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,58.66,355.06,No
9701-1859,Female,1,No,No,13,Yes,No phone service,No,No internet service,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,53.74,708.74,Yes
9702-3048,Female,0,No,Yes,2,No,Yes,No,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.40,220.03,Yes
9703-2907,Female,0,No,No,72,Yes,No,No,Yes,No internet service,No,No,No,No internet service,One year,No,Credit card (automatic),70.11,5067.93,No
9704-2614,Male,0,No,Yes,62,Yes,No phone service,No,No,No internet service,No internet service,No,No internet service,No,One year,No,Credit card (automatic),41.34,2596.88,No
9705-9510,Female,1,Yes,No,72,No,No,No,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Mailed check,54.38,3957.68,No
9706-1911,Female,1,No,Yes,42,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,81.70,3428.41,No
9707-4228,Female,0,No,No,52,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No,Two year,No,Credit card (automatic),52.89,2781.00,Yes
9708-9689,Male,0,No,Yes,65,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,52.22,3448.03,No
9709-3963,Female,1,No,Yes,69,No,No,DSL,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),30.01,2053.87,No
9710-5919,Female,0,Yes,Yes,60,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No,Yes,One year,No,Electronic check,111.90,6767.49,No
9711-4636,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,66.48,656.21,No
9712-3444,Female,0,Yes,No,1,No,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,One year,No,Mailed check,89.97,127.44,Yes
9713-3396,Male,0,Yes,No,70,No,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,105.04,7360.31,No
9714-7788,Female,1,No,Yes,34,No,No,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,112.85,3831.22,No
9715-2212,Female,0,Yes,Yes,7,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),21.12,174.77,No
9716-4263,Male,1,No,Yes,25,No,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Two year,No,Mailed check,50.84,1261.19,No
9717-7096,Male,1,No,Yes,69,No,No,DSL,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,80.82,5632.60,No
9718-7403,Female,1,Yes,No,38,Yes,No phone service,No,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,88.57,3409.26,Yes
9719-6972,Male,0,Yes,No,24,No,No,No,Yes,Yes,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),117.05,2806.89,Yes
9720-3969,Male,1,Yes,No,59,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Credit card (automatic),33.16,1960.79,No
9721-8778,Female,1,No,Yes,55,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No,Two year,No,Mailed check,45.40,2533.71,No
9722-8440,Female,0,No,No,10,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,No,Mailed check,18.70,180.36,No
9723-3643,Female,1,No,Yes,0,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),83.25,109.13,No
9724-9053,Male,1,Yes,Yes,17,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,83.07,1410.37,Yes
9725-3633,Female,1,No,No,35,No,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,29.07,1060.41,Yes
9726-7977,Female,1,No,No,39,No,No,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),66.09,2591.77,No
9727-1601,Female,1,No,No,33,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,No,Electronic check,64.70,2126.63,No
9728-7484,Male,1,Yes,No,26,No,No,No,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,87.07,2301.46,No
9729-6286,Female,1,No,Yes,41,No,No phone service,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.88,3486.91,No
9730-1912,Male,1,No,Yes,37,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.28,3524.69,No
9731-1389,Female,1,No,No,48,No,Yes,No,No,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,74.04,3566.32,No
9732-6365,Male,1,Yes,Yes,47,No,No phone service,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,No,Electronic check,31.09,1491.75,Yes
9733-2827,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),109.75,2128.82,No
9734-7557,Male,1,Yes,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),106.77,986.45,No
9735-2128,Female,0,Yes,No,58,Yes,No phone service,No,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,51.46,3035.59,Yes
9736-2447,Male,1,No,Yes,38,Yes,No,DSL,No,No,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,87.00,3307.69,No
9737-3227,Male,0,Yes,Yes,54,No,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),112.35,6063.66,No
9738-5738,Female,0,Yes,No,29,No,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Credit card (automatic),112.85,3293.86,Yes
9739-3459,Female,0,No,Yes,27,No,No,Fiber optic,No,No,Yes,No,No internet service,No,Two year,No,Mailed check,64.41,1782.34,No
9740-8259,Female,0,Yes,Yes,69,No,No,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),91.76,6361.47,Yes
9741-5840,Male,1,Yes,No,2,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Two year,No,Credit card (automatic),89.73,211.34,No
9742-1650,Female,1,No,No,56,No,No,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),48.22,2687.18,No
9743-1983,Female,0,Yes,Yes,36,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No,One year,No,Electronic check,27.87,1052.30,No
9744-9128,Male,1,No,Yes,7,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),95.61,720.28,No
9745-6122,Male,0,No,Yes,39,Yes,No,No,Yes,No,No internet service,No,No,No,Two year,No,Credit card (automatic),78.44,3075.25,No
9746-9645,Female,1,Yes,Yes,65,Yes,No,No,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Mailed check,75.68,4918.72,No
9747-2870,Female,1,No,No,65,Yes,No,No,Yes,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),107.63,7040.19,Yes
9748-2040,Female,0,Yes,No,9,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,84.55,815.65,Yes
9749-1583,Female,1,Yes,No,30,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,41.02,1288.28,No
9750-7556,Female,1,No,No,37,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,101.61,3782.70,Yes
9751-3130,Male,1,No,No,12,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),102.69,1225.50,Yes
9752-4634,Male,1,Yes,Yes,54,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Two year,No,Mailed check,63.97,3451.50,No
