ride_id,rideable_type,started_at,ended_at,start_station_name,end_station_name,member_casual,trip_duration_sec,start_lat,start_lng,end_lat,end_lng
20240612-08331,classic_bike,2024-06-12T10:56:00,2024-06-12T11:55:46,W 52 St & 5 Ave,Broadway & E 22 St,casual,3586,40.758998,-73.978966,40.740048,-73.989038
20240629-08332,electric_bike,2024-06-29T13:32:00,2024-06-29T14:10:38,Broadway & E 22 St,Metropolitan Ave & Meeker Ave,member,2318,40.740629,-73.990035,40.71464,-73.950914
20240629-08333,classic_bike,2024-06-29T10:15:00,2024-06-29T11:11:02,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,casual,3362,40.714434,-73.951962,40.688073,-73.984392
20240616-08334,classic_bike,2024-06-16T13:47:00,2024-06-16T14:21:22,Bond St & Schermerhorn St,W 52 St & 5 Ave,member,2062,40.688274,-73.984472,40.757864,-73.978487
20240602-08335,classic_bike,2024-06-02T01:49:00,2024-06-02T02:45:35,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,member,3395,40.713668,-73.951799,40.688638,-73.98422
20240625-08336,classic_bike,2024-06-25T23:49:00,2024-06-26T00:12:28,W 52 St & 5 Ave,Lafayette St & E 8 St,member,1408,40.75802,-73.978679,40.730174,-73.991869
20240608-08337,classic_bike,2024-06-08T13:37:00,2024-06-08T13:51:54,Pershing Square N,Lafayette St & E 8 St,casual,894,40.752292,-73.977706,40.730748,-73.991501
20240629-08338,electric_bike,2024-06-29T21:18:00,2024-06-29T21:55:12,Lafayette St & E 8 St,W 52 St & 5 Ave,casual,2232,40.730413,-73.990889,40.758831,-73.978338
20240623-08339,electric_bike,2024-06-23T05:31:00,2024-06-23T06:26:27,Broadway & E 22 St,W 52 St & 5 Ave,casual,3327,40.740877,-73.989339,40.758164,-73.979142
20240630-08340,classic_bike,2024-06-30T21:19:00,2024-06-30T22:14:57,Broadway & E 22 St,Lafayette St & E 8 St,casual,3357,40.739706,-73.989315,40.72975,-73.991577
20240624-08341,classic_bike,2024-06-24T13:25:00,2024-06-24T13:53:37,Broadway & E 22 St,W 52 St & 5 Ave,member,1717,40.740615,-73.989381,40.758366,-73.978795
20240613-08342,classic_bike,2024-06-13T23:02:00,2024-06-13T23:54:08,Pershing Square N,Metropolitan Ave & Meeker Ave,member,3128,40.751298,-73.977548,40.714168,-73.95186
20240602-08343,classic_bike,2024-06-02T20:12:00,2024-06-02T20:39:59,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,casual,1679,40.714153,-73.951872,40.730706,-73.991601
20240605-08344,classic_bike,2024-06-05T13:08:00,2024-06-05T13:28:37,Pershing Square N,Bond St & Schermerhorn St,casual,1237,40.752521,-73.97706,40.688612,-73.985263
20240613-08345,electric_bike,2024-06-13T12:39:00,2024-06-13T13:16:31,Broadway & E 22 St,W 52 St & 5 Ave,member,2251,40.740324,-73.989677,40.759083,-73.979097
20240621-08346,electric_bike,2024-06-21T14:58:00,2024-06-21T15:08:03,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,casual,603,40.714344,-73.950969,40.730729,-73.991063
20240617-08347,classic_bike,2024-06-17T19:13:00,2024-06-17T19:26:15,Pershing Square N,Bond St & Schermerhorn St,member,795,40.752515,-73.97744,40.688599,-73.985247
20240630-08348,electric_bike,2024-06-30T15:59:00,2024-06-30T16:33:27,Pershing Square N,Lafayette St & E 8 St,member,2067,40.751969,-73.977918,40.730594,-73.99095
20240629-08349,electric_bike,2024-06-29T21:52:00,2024-06-29T22:27:18,W 52 St & 5 Ave,Metropolitan Ave & Meeker Ave,member,2118,40.759086,-73.97907,40.714041,-73.951921
20240621-08350,electric_bike,2024-06-21T21:20:00,2024-06-21T21:55:33,Pershing Square N,Pershing Square N,member,2133,40.751701,-73.978003,40.752005,-73.977955
20240617-08351,electric_bike,2024-06-17T01:29:00,2024-06-17T02:27:21,Metropolitan Ave & Meeker Ave,Pershing Square N,casual,3501,40.713767,-73.951296,40.751996,-73.977925
20240609-08352,electric_bike,2024-06-09T06:00:00,2024-06-09T06:41:01,W 52 St & 5 Ave,Bond St & Schermerhorn St,casual,2461,40.759115,-73.978338,40.688955,-73.984982
20240609-08353,electric_bike,2024-06-09T23:10:00,2024-06-09T23:13:31,Bond St & Schermerhorn St,Lafayette St & E 8 St,casual,211,40.688067,-73.984946,40.73018,-73.991951
20240607-08354,electric_bike,2024-06-07T00:41:00,2024-06-07T01:32:48,Lafayette St & E 8 St,Metropolitan Ave & Meeker Ave,member,3108,40.729864,-73.991925,40.714264,-73.951027
20240607-08355,electric_bike,2024-06-07T04:00:00,2024-06-07T04:41:53,Bond St & Schermerhorn St,Lafayette St & E 8 St,member,2513,40.688218,-73.985183,40.730033,-73.990768
20240617-08356,classic_bike,2024-06-17T07:03:00,2024-06-17T07:15:51,Metropolitan Ave & Meeker Ave,W 52 St & 5 Ave,member,771,40.714378,-73.951025,40.758193,-73.979266
20240629-08357,electric_bike,2024-06-29T08:56:00,2024-06-29T09:54:26,Lafayette St & E 8 St,Metropolitan Ave & Meeker Ave,member,3506,40.729797,-73.990933,40.714141,-73.95162
20240605-08358,electric_bike,2024-06-05T18:00:00,2024-06-05T18:47:24,W 52 St & 5 Ave,Broadway & E 22 St,casual,2844,40.75888,-73.978999,40.740656,-73.989587
20240606-08359,electric_bike,2024-06-06T13:06:00,2024-06-06T13:11:12,Lafayette St & E 8 St,Lafayette St & E 8 St,casual,312,40.73082,-73.991243,40.730095,-73.990794
20240603-08360,electric_bike,2024-06-03T22:20:00,2024-06-03T22:45:13,Metropolitan Ave & Meeker Ave,Metropolitan Ave & Meeker Ave,member,1513,40.713784,-73.950986,40.714153,-73.95202
20240607-08361,classic_bike,2024-06-07T04:56:00,2024-06-07T05:26:03,W 52 St & 5 Ave,W 52 St & 5 Ave,casual,1803,40.758921,-73.979214,40.759045,-73.978988
20240629-08362,classic_bike,2024-06-29T04:41:00,2024-06-29T05:33:21,Bond St & Schermerhorn St,W 52 St & 5 Ave,member,3141,40.689036,-73.98523,40.759175,-73.978362
20240605-08363,electric_bike,2024-06-05T21:55:00,2024-06-05T22:27:24,Broadway & E 22 St,W 52 St & 5 Ave,member,1944,40.739985,-73.989734,40.757986,-73.978448
20240614-08364,classic_bike,2024-06-14T01:39:00,2024-06-14T01:55:23,Bond St & Schermerhorn St,Bond St & Schermerhorn St,member,983,40.688755,-73.984099,40.688784,-73.984935
20240620-08365,electric_bike,2024-06-20T07:01:00,2024-06-20T07:41:44,Pershing Square N,W 52 St & 5 Ave,member,2444,40.75131,-73.978118,40.758841,-73.978191
20240618-08366,classic_bike,2024-06-18T05:50:00,2024-06-18T06:41:58,Bond St & Schermerhorn St,W 52 St & 5 Ave,member,3118,40.689112,-73.984361,40.758765,-73.978826
20240601-08367,electric_bike,2024-06-01T11:52:00,2024-06-01T12:27:00,Bond St & Schermerhorn St,Broadway & E 22 St,casual,2100,40.688796,-73.984849,40.740997,-73.989772
20240627-08368,classic_bike,2024-06-27T09:12:00,2024-06-27T09:57:33,Pershing Square N,Lafayette St & E 8 St,casual,2733,40.75189,-73.977064,40.730374,-73.991691
20240615-08369,classic_bike,2024-06-15T07:36:00,2024-06-15T08:12:13,Broadway & E 22 St,Broadway & E 22 St,casual,2173,40.741036,-73.990124,40.740853,-73.989654
20240601-08370,electric_bike,2024-06-01T00:09:00,2024-06-01T00:25:45,Broadway & E 22 St,Pershing Square N,casual,1005,40.740052,-73.989503,40.752562,-73.978149
20240617-08371,electric_bike,2024-06-17T21:05:00,2024-06-17T21:52:36,Lafayette St & E 8 St,W 52 St & 5 Ave,casual,2856,40.729545,-73.990625,40.758766,-73.978148
20240624-08372,electric_bike,2024-06-24T11:45:00,2024-06-24T12:42:16,W 52 St & 5 Ave,Broadway & E 22 St,casual,3436,40.758909,-73.979123,40.740617,-73.989249
20240615-08373,classic_bike,2024-06-15T01:10:00,2024-06-15T01:59:51,W 52 St & 5 Ave,W 52 St & 5 Ave,casual,2991,40.7585,-73.978177,40.758453,-73.97816
20240617-08374,classic_bike,2024-06-17T05:25:00,2024-06-17T05:58:26,Lafayette St & E 8 St,W 52 St & 5 Ave,member,2006,40.729744,-73.990827,40.758896,-73.978105
20240609-08375,electric_bike,2024-06-09T10:23:00,2024-06-09T10:42:47,Broadway & E 22 St,Metropolitan Ave & Meeker Ave,member,1187,40.740557,-73.990244,40.713822,-73.95104
20240623-08376,electric_bike,2024-06-23T12:44:00,2024-06-23T12:55:17,Broadway & E 22 St,W 52 St & 5 Ave,casual,677,40.740101,-73.989624,40.759009,-73.978111
20240615-08377,electric_bike,2024-06-15T22:45:00,2024-06-15T23:36:00,Broadway & E 22 St,Lafayette St & E 8 St,casual,3060,40.739747,-73.990165,40.729992,-73.991707
20240605-08378,classic_bike,2024-06-05T22:09:00,2024-06-05T22:29:47,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,member,1247,40.71478,-73.952124,40.730064,-73.991912
20240602-08379,electric_bike,2024-06-02T19:39:00,2024-06-02T20:07:18,Lafayette St & E 8 St,Bond St & Schermerhorn St,casual,1698,40.729631,-73.991359,40.688177,-73.984705
20240613-08380,electric_bike,2024-06-13T07:31:00,2024-06-13T08:13:52,W 52 St & 5 Ave,Metropolitan Ave & Meeker Ave,member,2572,40.757963,-73.978253,40.71467,-73.952192
20240627-08381,classic_bike,2024-06-27T19:27:00,2024-06-27T19:40:55,Broadway & E 22 St,W 52 St & 5 Ave,casual,835,40.740772,-73.990069,40.758051,-73.978241
20240616-08382,electric_bike,2024-06-16T18:24:00,2024-06-16T19:08:37,Pershing Square N,Pershing Square N,casual,2677,40.751357,-73.978364,40.751874,-73.977938
20240613-08383,electric_bike,2024-06-13T17:42:00,2024-06-13T18:15:42,Metropolitan Ave & Meeker Ave,Metropolitan Ave & Meeker Ave,casual,2022,40.713972,-73.951985,40.714332,-73.950999
20240620-08384,electric_bike,2024-06-20T22:36:00,2024-06-20T22:46:31,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,casual,631,40.713599,-73.950947,40.688828,-73.984098
20240615-08385,electric_bike,2024-06-15T18:20:00,2024-06-15T19:08:58,Lafayette St & E 8 St,Pershing Square N,member,2938,40.730649,-73.990859,40.752327,-73.978062
20240606-08386,classic_bike,2024-06-06T05:54:00,2024-06-06T06:31:08,Lafayette St & E 8 St,Lafayette St & E 8 St,casual,2228,40.730733,-73.990795,40.729881,-73.991776
20240615-08387,classic_bike,2024-06-15T06:42:00,2024-06-15T07:35:33,W 52 St & 5 Ave,Broadway & E 22 St,member,3213,40.757929,-73.979162,40.739982,-73.988925
20240617-08388,classic_bike,2024-06-17T18:51:00,2024-06-17T19:16:17,Broadway & E 22 St,Broadway & E 22 St,casual,1517,40.740856,-73.989222,40.740492,-73.990013
20240617-08389,classic_bike,2024-06-17T03:52:00,2024-06-17T04:13:31,Lafayette St & E 8 St,Metropolitan Ave & Meeker Ave,member,1291,40.729888,-73.991504,40.71437,-73.951171
20240614-08390,classic_bike,2024-06-14T04:55:00,2024-06-14T05:27:50,Bond St & Schermerhorn St,Pershing Square N,casual,1970,40.688908,-73.984245,40.751752,-73.978184
20240625-08391,classic_bike,2024-06-25T23:05:00,2024-06-25T23:26:24,Metropolitan Ave & Meeker Ave,W 52 St & 5 Ave,member,1284,40.71425,-73.951424,40.757834,-73.979236
20240606-08392,electric_bike,2024-06-06T17:22:00,2024-06-06T18:09:09,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,member,2829,40.713444,-73.951385,40.73084,-73.990904
20240621-08393,electric_bike,2024-06-21T13:26:00,2024-06-21T13:49:03,Pershing Square N,Broadway & E 22 St,casual,1383,40.75128,-73.978147,40.74098,-73.9896
20240621-08394,classic_bike,2024-06-21T09:49:00,2024-06-21T10:41:14,W 52 St & 5 Ave,Bond St & Schermerhorn St,member,3134,40.758587,-73.978009,40.688677,-73.984504
20240609-08395,electric_bike,2024-06-09T16:46:00,2024-06-09T17:22:15,Lafayette St & E 8 St,Bond St & Schermerhorn St,casual,2175,40.730307,-73.991088,40.68908,-73.985438
20240630-08396,electric_bike,2024-06-30T20:11:00,2024-06-30T20:52:23,Lafayette St & E 8 St,W 52 St & 5 Ave,casual,2483,40.729951,-73.99095,40.757828,-73.978516
20240618-08397,electric_bike,2024-06-18T17:49:00,2024-06-18T18:44:04,Broadway & E 22 St,Lafayette St & E 8 St,casual,3304,40.740077,-73.990221,40.730519,-73.990912
20240606-08398,classic_bike,2024-06-06T11:39:00,2024-06-06T12:17:14,W 52 St & 5 Ave,Bond St & Schermerhorn St,casual,2294,40.758517,-73.978867,40.687951,-73.984644
20240624-08399,electric_bike,2024-06-24T20:13:00,2024-06-24T20:40:21,Bond St & Schermerhorn St,W 52 St & 5 Ave,member,1641,40.688214,-73.985092,40.759004,-73.978729
20240620-08400,classic_bike,2024-06-20T05:54:00,2024-06-20T05:57:15,Lafayette St & E 8 St,W 52 St & 5 Ave,member,195,40.72968,-73.991329,40.758883,-73.97853
20240621-08401,electric_bike,2024-06-21T21:45:00,2024-06-21T22:31:58,Bond St & Schermerhorn St,Bond St & Schermerhorn St,member,2818,40.688477,-73.985419,40.688617,-73.984163
20240628-08402,classic_bike,2024-06-28T23:43:00,2024-06-29T00:00:55,Pershing Square N,Metropolitan Ave & Meeker Ave,member,1075,40.751565,-73.978176,40.713728,-73.952086
20240630-08403,electric_bike,2024-06-30T08:55:00,2024-06-30T09:17:36,Lafayette St & E 8 St,W 52 St & 5 Ave,casual,1356,40.730177,-73.991303,40.75893,-73.978475
20240601-08404,electric_bike,2024-06-01T01:51:00,2024-06-01T02:50:44,Bond St & Schermerhorn St,Broadway & E 22 St,member,3584,40.688756,-73.984824,40.740083,-73.990153
20240606-08405,electric_bike,2024-06-06T15:25:00,2024-06-06T16:05:04,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,casual,2404,40.714072,-73.951657,40.729787,-73.99065
20240606-08406,classic_bike,2024-06-06T21:29:00,2024-06-06T22:10:48,Broadway & E 22 St,Metropolitan Ave & Meeker Ave,casual,2508,40.740103,-73.989072,40.713675,-73.951235
20240623-08407,electric_bike,2024-06-23T02:23:00,2024-06-23T03:16:22,W 52 St & 5 Ave,W 52 St & 5 Ave,casual,3202,40.758747,-73.979031,40.758599,-73.978781
20240619-08408,classic_bike,2024-06-19T23:45:00,2024-06-19T23:49:49,Lafayette St & E 8 St,Lafayette St & E 8 St,casual,289,40.729687,-73.99108,40.730436,-73.991447
20240605-08409,electric_bike,2024-06-05T11:01:00,2024-06-05T11:20:22,W 52 St & 5 Ave,Broadway & E 22 St,casual,1162,40.758268,-73.978021,40.740522,-73.989764
20240623-08410,electric_bike,2024-06-23T19:27:00,2024-06-23T20:22:58,Lafayette St & E 8 St,Lafayette St & E 8 St,casual,3358,40.730286,-73.990733,40.729928,-73.990642
20240607-08411,classic_bike,2024-06-07T10:46:00,2024-06-07T11:09:27,Pershing Square N,Broadway & E 22 St,member,1407,40.752434,-73.977168,40.741035,-73.989289
20240620-08412,classic_bike,2024-06-20T06:05:00,2024-06-20T06:18:04,Metropolitan Ave & Meeker Ave,W 52 St & 5 Ave,casual,784,40.714811,-73.951257,40.758565,-73.97845
20240618-08413,electric_bike,2024-06-18T05:36:00,2024-06-18T05:38:52,Lafayette St & E 8 St,Metropolitan Ave & Meeker Ave,member,172,40.730542,-73.991669,40.71424,-73.951814
20240620-08414,classic_bike,2024-06-20T14:43:00,2024-06-20T15:36:23,Broadway & E 22 St,W 52 St & 5 Ave,member,3203,40.740735,-73.989428,40.758029,-73.979284
20240609-08415,classic_bike,2024-06-09T09:25:00,2024-06-09T09:30:09,Metropolitan Ave & Meeker Ave,Metropolitan Ave & Meeker Ave,member,309,40.713903,-73.951525,40.714784,-73.951433
20240624-08416,electric_bike,2024-06-24T13:42:00,2024-06-24T14:12:02,Lafayette St & E 8 St,Lafayette St & E 8 St,casual,1802,40.730359,-73.991692,40.730822,-73.991871
20240625-08417,electric_bike,2024-06-25T18:41:00,2024-06-25T19:04:24,Broadway & E 22 St,Broadway & E 22 St,casual,1404,40.740458,-73.989,40.739829,-73.990051
20240606-08418,electric_bike,2024-06-06T17:36:00,2024-06-06T18:34:08,W 52 St & 5 Ave,Metropolitan Ave & Meeker Ave,member,3488,40.758103,-73.978752,40.714619,-73.951598
20240604-08419,classic_bike,2024-06-04T10:18:00,2024-06-04T11:15:55,Lafayette St & E 8 St,W 52 St & 5 Ave,member,3475,40.730448,-73.991664,40.758162,-73.979259
20240623-08420,electric_bike,2024-06-23T02:01:00,2024-06-23T02:26:40,Broadway & E 22 St,Pershing Square N,casual,1540,40.739669,-73.990134,40.752327,-73.97817
20240613-08421,electric_bike,2024-06-13T19:31:00,2024-06-13T20:10:04,Broadway & E 22 St,Metropolitan Ave & Meeker Ave,casual,2344,40.740204,-73.989188,40.714223,-73.95193
20240616-08422,electric_bike,2024-06-16T03:55:00,2024-06-16T04:08:31,W 52 St & 5 Ave,Bond St & Schermerhorn St,casual,811,40.757797,-73.979313,40.688935,-73.984476
20240618-08423,electric_bike,2024-06-18T19:22:00,2024-06-18T19:35:22,Lafayette St & E 8 St,W 52 St & 5 Ave,casual,802,40.730078,-73.990659,40.758597,-73.978593
20240616-08424,classic_bike,2024-06-16T02:38:00,2024-06-16T02:42:45,Bond St & Schermerhorn St,Bond St & Schermerhorn St,member,285,40.688351,-73.984065,40.688269,-73.984894
20240627-08425,electric_bike,2024-06-27T14:58:00,2024-06-27T15:04:26,Lafayette St & E 8 St,W 52 St & 5 Ave,casual,386,40.730156,-73.990784,40.758746,-73.978605
20240625-08426,electric_bike,2024-06-25T23:42:00,2024-06-26T00:13:30,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,member,1890,40.713522,-73.950945,40.729805,-73.991227
20240618-08427,electric_bike,2024-06-18T10:51:00,2024-06-18T11:08:09,Lafayette St & E 8 St,Metropolitan Ave & Meeker Ave,member,1029,40.730004,-73.990826,40.714247,-73.95201
20240605-08428,electric_bike,2024-06-05T12:31:00,2024-06-05T12:49:47,Bond St & Schermerhorn St,Pershing Square N,casual,1127,40.687736,-73.984386,40.751183,-73.977207
20240613-08429,classic_bike,2024-06-13T08:39:00,2024-06-13T09:17:24,Broadway & E 22 St,Pershing Square N,member,2304,40.739684,-73.989168,40.752162,-73.978197
20240630-08430,electric_bike,2024-06-30T01:10:00,2024-06-30T01:33:39,W 52 St & 5 Ave,Lafayette St & E 8 St,member,1419,40.759163,-73.978388,40.730082,-73.990682
20240628-08431,classic_bike,2024-06-28T22:47:00,2024-06-28T23:21:14,Pershing Square N,Metropolitan Ave & Meeker Ave,casual,2054,40.752017,-73.978284,40.713742,-73.950963
20240621-08432,classic_bike,2024-06-21T02:31:00,2024-06-21T03:02:41,Metropolitan Ave & Meeker Ave,Pershing Square N,member,1901,40.714531,-73.951399,40.751761,-73.977901
20240625-08433,electric_bike,2024-06-25T21:50:00,2024-06-25T22:22:34,Lafayette St & E 8 St,Pershing Square N,casual,1954,40.72976,-73.990987,40.751396,-73.977506
20240606-08434,classic_bike,2024-06-06T19:00:00,2024-06-06T19:04:38,Bond St & Schermerhorn St,Pershing Square N,member,278,40.688293,-73.984732,40.752323,-73.978026
20240627-08435,classic_bike,2024-06-27T00:53:00,2024-06-27T01:09:00,Bond St & Schermerhorn St,Pershing Square N,member,960,40.688936,-73.985036,40.751982,-73.977898
20240627-08436,classic_bike,2024-06-27T09:35:00,2024-06-27T10:05:02,Broadway & E 22 St,W 52 St & 5 Ave,member,1802,40.739948,-73.988892,40.758477,-73.978238
20240606-08437,classic_bike,2024-06-06T01:47:00,2024-06-06T02:01:26,W 52 St & 5 Ave,Metropolitan Ave & Meeker Ave,casual,866,40.758009,-73.978092,40.714587,-73.951924
20240604-08438,electric_bike,2024-06-04T07:53:00,2024-06-04T07:56:29,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,member,209,40.714132,-73.951918,40.688903,-73.98457
20240603-08439,classic_bike,2024-06-03T23:50:00,2024-06-04T00:14:05,Broadway & E 22 St,Broadway & E 22 St,casual,1445,40.739966,-73.989754,40.740328,-73.990027
20240602-08440,electric_bike,2024-06-02T19:28:00,2024-06-02T20:09:34,W 52 St & 5 Ave,Broadway & E 22 St,member,2494,40.75908,-73.97802,40.741031,-73.989265
20240618-08441,classic_bike,2024-06-18T01:15:00,2024-06-18T01:47:13,Lafayette St & E 8 St,Lafayette St & E 8 St,casual,1933,40.729963,-73.991054,40.730604,-73.990881
20240625-08442,classic_bike,2024-06-25T11:57:00,2024-06-25T12:21:08,Pershing Square N,Metropolitan Ave & Meeker Ave,casual,1448,40.751488,-73.978194,40.714583,-73.951296
20240619-08443,electric_bike,2024-06-19T13:20:00,2024-06-19T14:10:03,Pershing Square N,Bond St & Schermerhorn St,casual,3003,40.752229,-73.977268,40.688466,-73.985433
20240610-08444,classic_bike,2024-06-10T15:50:00,2024-06-10T16:04:04,Broadway & E 22 St,W 52 St & 5 Ave,casual,844,40.740812,-73.989507,40.758207,-73.978719
20240615-08445,electric_bike,2024-06-15T01:05:00,2024-06-15T01:36:53,W 52 St & 5 Ave,Metropolitan Ave & Meeker Ave,casual,1913,40.758518,-73.978364,40.714648,-73.951326
20240629-08446,electric_bike,2024-06-29T02:36:00,2024-06-29T02:41:50,Bond St & Schermerhorn St,Metropolitan Ave & Meeker Ave,member,350,40.687889,-73.98476,40.713713,-73.951421
20240620-08447,electric_bike,2024-06-20T10:41:00,2024-06-20T10:55:01,W 52 St & 5 Ave,Broadway & E 22 St,member,841,40.758143,-73.979067,40.740427,-73.990188
20240616-08448,classic_bike,2024-06-16T22:35:00,2024-06-16T23:00:22,Metropolitan Ave & Meeker Ave,Broadway & E 22 St,member,1522,40.714465,-73.951616,40.740487,-73.989884
20240624-08449,electric_bike,2024-06-24T20:23:00,2024-06-24T21:04:40,Pershing Square N,Pershing Square N,casual,2500,40.752412,-73.978015,40.752541,-73.977148
20240611-08450,classic_bike,2024-06-11T15:05:00,2024-06-11T15:29:39,Metropolitan Ave & Meeker Ave,Bond St & Schermerhorn St,member,1479,40.71477,-73.951336,40.688441,-73.984433
20240628-08451,classic_bike,2024-06-28T15:15:00,2024-06-28T16:07:04,Bond St & Schermerhorn St,Lafayette St & E 8 St,casual,3124,40.688543,-73.984898,40.730182,-73.990583
20240618-08452,electric_bike,2024-06-18T17:10:00,2024-06-18T17:49:45,W 52 St & 5 Ave,W 52 St & 5 Ave,casual,2385,40.758885,-73.979322,40.758156,-73.978473
20240601-08453,classic_bike,2024-06-01T11:39:00,2024-06-01T11:56:08,Lafayette St & E 8 St,Lafayette St & E 8 St,member,1028,40.729758,-73.990998,40.730483,-73.991458
20240613-08454,classic_bike,2024-06-13T13:04:00,2024-06-13T13:27:32,Pershing Square N,W 52 St & 5 Ave,member,1412,40.751497,-73.977171,40.75919,-73.978587
20240618-08455,classic_bike,2024-06-18T17:45:00,2024-06-18T18:34:02,Lafayette St & E 8 St,W 52 St & 5 Ave,casual,2942,40.729848,-73.990764,40.75801,-73.978728
20240607-08456,electric_bike,2024-06-07T12:49:00,2024-06-07T13:40:22,Broadway & E 22 St,Bond St & Schermerhorn St,casual,3082,40.740025,-73.990066,40.687859,-73.984695
20240624-08457,electric_bike,2024-06-24T08:09:00,2024-06-24T08:25:25,Pershing Square N,Pershing Square N,member,985,40.751457,-73.978294,40.751783,-73.978194
20240608-08458,classic_bike,2024-06-08T00:26:00,2024-06-08T00:54:14,Bond St & Schermerhorn St,Bond St & Schermerhorn St,casual,1694,40.688638,-73.985253,40.688354,-73.98442
20240626-08459,electric_bike,2024-06-26T12:00:00,2024-06-26T12:23:49,Broadway & E 22 St,Lafayette St & E 8 St,casual,1429,40.74072,-73.989386,40.730353,-73.991839
20240601-08460,classic_bike,2024-06-01T23:54:00,2024-06-02T00:49:06,W 52 St & 5 Ave,Metropolitan Ave & Meeker Ave,casual,3306,40.758542,-73.978639,40.713654,-73.951574
20240626-08461,classic_bike,2024-06-26T16:33:00,2024-06-26T16:51:10,Bond St & Schermerhorn St,Broadway & E 22 St,casual,1090,40.688938,-73.985278,40.739893,-73.988873
20240601-08462,electric_bike,2024-06-01T08:24:00,2024-06-01T09:22:35,W 52 St & 5 Ave,Broadway & E 22 St,member,3515,40.758424,-73.979272,40.740527,-73.988962
20240628-08463,electric_bike,2024-06-28T21:05:00,2024-06-28T21:54:06,Lafayette St & E 8 St,Metropolitan Ave & Meeker Ave,casual,2946,40.730664,-73.991959,40.713914,-73.952218
20240620-08464,classic_bike,2024-06-20T20:47:00,2024-06-20T21:43:35,W 52 St & 5 Ave,W 52 St & 5 Ave,member,3395,40.758627,-73.979067,40.758446,-73.978034
20240622-08465,classic_bike,2024-06-22T20:57:00,2024-06-22T21:56:14,Lafayette St & E 8 St,Bond St & Schermerhorn St,member,3554,40.73021,-73.991728,40.688158,-73.985092
20240602-08466,electric_bike,2024-06-02T05:01:00,2024-06-02T05:21:09,Lafayette St & E 8 St,W 52 St & 5 Ave,casual,1209,40.729756,-73.99145,40.758521,-73.978221
20240623-08467,classic_bike,2024-06-23T23:06:00,2024-06-24T00:01:03,Pershing Square N,Metropolitan Ave & Meeker Ave,casual,3303,40.75216,-73.977791,40.714526,-73.95182
20240613-08468,classic_bike,2024-06-13T21:47:00,2024-06-13T22:41:04,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,member,3244,40.713804,-73.951309,40.729928,-73.990573
20240628-08469,electric_bike,2024-06-28T17:17:00,2024-06-28T17:54:38,Pershing Square N,Lafayette St & E 8 St,member,2258,40.752456,-73.977268,40.730259,-73.99095
20240606-08470,classic_bike,2024-06-06T03:00:00,2024-06-06T03:56:25,Metropolitan Ave & Meeker Ave,Lafayette St & E 8 St,member,3385,40.713498,-73.952089,40.730268,-73.99179
20240618-08471,classic_bike,2024-06-18T03:46:00,2024-06-18T04:38:04,W 52 St & 5 Ave,Pershing Square N,casual,3124,40.758649,-73.978681,40.752451,-73.97824
20240622-08472,electric_bike,2024-06-22T10:58:00,2024-06-22T11:55:39,Broadway & E 22 St,Bond St & Schermerhorn St,member,3459,40.740757,-73.989709,40.687772,-73.984818
20240613-08473,classic_bike,2024-06-13T21:33:00,2024-06-13T21:55:38,Broadway & E 22 St,Lafayette St & E 8 St,member,1358,40.740048,-73.989752,40.729725,-73.991147
20240625-08474,electric_bike,2024-06-25T01:45:00,2024-06-25T02:39:34,Metropolitan Ave & Meeker Ave,Broadway & E 22 St,member,3274,40.713512,-73.951955,40.740638,-73.989092
20240606-08475,classic_bike,2024-06-06T04:29:00,2024-06-06T04:49:50,W 52 St & 5 Ave,Pershing Square N,casual,1250,40.75866,-73.978233,40.752434,-73.977202
20240628-08476,electric_bike,2024-06-28T08:44:00,2024-06-28T09:18:12,W 52 St & 5 Ave,Metropolitan Ave & Meeker Ave,member,2052,40.757944,-73.978218,40.71348,-73.952019
20240611-08477,electric_bike,2024-06-11T10:11:00,2024-06-11T10:25:50,W 52 St & 5 Ave,W 52 St & 5 Ave,member,890,40.758366,-73.978061,40.758258,-73.978855
20240623-08478,classic_bike,2024-06-23T13:26:00,2024-06-23T13:52:16,Pershing Square N,W 52 St & 5 Ave,member,1576,40.75228,-73.977858,40.758796,-73.978473
20240605-08479,classic_bike,2024-06-05T09:31:00,2024-06-05T10:14:45,Bond St & Schermerhorn St,W 52 St & 5 Ave,member,2625,40.687886,-73.984648,40.758912,-73.978251
20240617-08480,electric_bike,2024-06-17T21:57:00,2024-06-17T22:35:16,Broadway & E 22 St,Pershing Square N,member,2296,40.740194,-73.989533,40.75213,-73.977538
